2025-07-22 16:51:34 | INFO     | nubox_rpa.service | NuboxService inicializado con arquitectura modular
2025-07-22 16:58:12 | INFO     | nubox_rpa.parameter_config | Dropdown 'Tipo de Reporte' configurado: ANALISIS POR CUENTA
2025-07-22 16:58:12 | INFO     | nubox_rpa.parameter_config | Encontrado dropdown correcto: 'Formato de Salida'
2025-07-22 16:58:13 | INFO     | nubox_rpa.parameter_config | ✅ Dropdown 'Formato de Salida' configurado exitosamente
2025-07-22 16:58:13 | INFO     | nubox_rpa.parameter_config | Dropdown 'Formato de Salida' configurado: EXCEL
2025-07-22 16:58:14 | INFO     | nubox_rpa.parameter_config | Encontrado dropdown correcto: 'Cuenta Contable'
2025-07-22 16:58:25 | INFO     | nubox_rpa.parameter_config | ✅ Dropdown 'Cuenta Contable' configurado con método alternativo
2025-07-22 16:58:25 | INFO     | nubox_rpa.parameter_config | Dropdown 'Cuenta Contable' configurado: 5101-01 VENTAS POR SERVICIO
2025-07-22 16:58:26 | INFO     | nubox_rpa.parameter_config | Encontrado dropdown correcto: 'Incluir Subcuentas'
2025-07-22 16:58:27 | INFO     | nubox_rpa.parameter_config | ✅ Dropdown 'Incluir Subcuentas' configurado exitosamente
2025-07-22 16:58:27 | INFO     | nubox_rpa.parameter_config | Dropdown 'Incluir Subcuentas' configurado: NO
2025-07-22 16:58:27 | INFO     | nubox_rpa.parameter_config | Configurando fecha 'Desde' al final: 01/01/2025
2025-07-22 16:58:27 | INFO     | nubox_rpa.parameter_config | Configurando fecha 'Desde': 01/01/2025
2025-07-22 16:58:28 | INFO     | nubox_rpa.parameter_config | Fecha 'Desde' configurada: 01/01/2025
2025-07-22 16:58:28 | INFO     | nubox_rpa.parameter_config | Configurando fecha 'Hasta' al final: 01/02/2025
2025-07-22 16:58:28 | INFO     | nubox_rpa.parameter_config | Configurando fecha 'Hasta': 01/02/2025
2025-07-22 16:58:29 | INFO     | nubox_rpa.parameter_config | Fecha 'Hasta' configurada: 01/02/2025
2025-07-22 16:58:29 | INFO     | nubox_rpa.parameter_config | Buscando botón para generar el reporte
2025-07-22 16:58:29 | INFO     | nubox_rpa.parameter_config | Haciendo clic en el botón Aceptar para generar el reporte
2025-07-22 16:58:31 | INFO     | nubox_rpa.parameter_config | Clic con JavaScript en botón Aceptar exitoso
2025-07-22 16:58:31 | INFO     | nubox_rpa.parameter_config | Esperando a que se genere el reporte...
2025-07-22 16:58:39 | INFO     | nubox_rpa.report_extractor | Extrayendo datos para: 906,  SELYT SPA - 5101-01 VENTAS POR SERVICIO
2025-07-22 16:58:39 | INFO     | nubox_rpa.report_extractor | Iniciando extracción de reporte
2025-07-22 16:59:19 | INFO     | nubox_rpa.report_extractor | Esperando a que se complete la descarga...
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | Archivo descargado encontrado: /Users/javie/Downloads/LIBRO MAYOR DESDE 01_01_2025 A 01_02_2025 (2).xls
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | Validando archivo: /Users/javie/Downloads/LIBRO MAYOR DESDE 01_01_2025 A 01_02_2025 (2).xls (tamaño: 2074 bytes)
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | Primeros 100 caracteres del archivo: <html xmlns:x="urn:schemas-microsoft-com:office:excel"><head><!--[if gte mso 9]><xml><x:ExcelWorkboo
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | ✅ DETECTADO: Archivo HTML-Excel válido de Nubox
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | ✅ Descarga exitosa. Preparando para siguiente cuenta...
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | 📋 Detectado formato HTML-Excel de Microsoft Office (Nubox)
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | 📋 Iniciando extracción de datos HTML-Excel...
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | 📋 Información de empresa extraída: {'Nombre': 'SELYT SPA', 'Rut': '77.081.534-7', 'Representante Legal': 'PAULO ALEJANDRO SUBIABRE CEPEDA', 'Giro Comercial': 'SERVICIOS TECNOLOGICOS'}
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | 📋 Encabezados encontrados: ['FECHA', 'COMPROBANTE', 'GLOSA', 'DEBE', 'HABER', 'SALDO', 'C.C.']
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | 📊 Se extrajeron 2 filas de datos
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | ✅ Datos contables limpiados: 2 filas resultantes
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | ✅ DataFrame HTML-Excel creado exitosamente: 2 filas, 7 columnas
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | Columnas: ['FECHA', 'COMPROBANTE', 'GLOSA', 'DEBE', 'HABER', 'SALDO', 'C.C.']
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | ✅ Descarga exitosa para: 906,  SELYT SPA - 5101-01 VENTAS POR SERVICIO
2025-07-22 16:59:29 | INFO     | nubox_rpa.report_extractor | 🎯 Extracción múltiple completada: 3 exitosas, 0 fallidas de 3 combinaciones
2025-07-22 16:59:31 | INFO     | nubox_rpa.mongodb | ✅ Conectado exitosamente a MongoDB Atlas - Base de datos: nubox-data
2025-07-22 16:59:31 | INFO     | nubox_rpa.mongodb | ✅ Índices de Nubox creados exitosamente
2025-07-22 16:59:31 | INFO     | nubox_rpa.mongodb | ✅ Reporte Nubox exportado exitosamente: 2 filas, ID: 687ffbb3b25b5dd98178bbc5
2025-07-22 16:59:32 | INFO     | nubox_rpa.mongodb | ✅ Índices de Nubox creados exitosamente
2025-07-22 16:59:32 | INFO     | nubox_rpa.mongodb | ✅ Reporte Nubox exportado exitosamente: 3 filas, ID: 687ffbb3b25b5dd98178bbc6
2025-07-22 16:59:33 | INFO     | nubox_rpa.mongodb | ✅ Índices de Nubox creados exitosamente
2025-07-22 16:59:33 | INFO     | nubox_rpa.mongodb | ✅ Reporte Nubox exportado exitosamente: 2 filas, ID: 687ffbb4b25b5dd98178bbc7
2025-07-22 16:59:33 | INFO     | nubox_rpa.mongodb | 🔌 Desconectado de MongoDB Atlas
